ADDRESS,SALE PRICE,SALE DATE,AREA,STRATA/NON STRATA,MULTI-PROPERTY SALE (Y/N),PROPERTY NUMBER,DEALING NUMBER,EXTRACTION DATE
"5/77 COOK ROAD, CENTENNIAL PARK NSW 2021","535000","21 January 2014","0","STRATA","No","2117044","AI432156","23 April 2017"
"70/77 COOK ROAD, CENTENNIAL PARK NSW 2021","580000","6 December 2013","0","STRATA","No","2117109","AI344317","23 April 2017"
"52/77 COOK ROAD, CENTENNIAL PARK NSW 2021","570000","5 November 2013","0","STRATA","No","2117091","AI242459","23 April 2017"
"39/77 COOK ROAD, CENTENNIAL PARK NSW 2021","578000","15 October 2013","0","STRATA","No","2117078","AI206502","23 April 2017"
"36/77 COOK ROAD, CENTENNIAL PARK NSW 2021","457000","28 September 2013","0","STRATA","No","2117075","AI169970","23 April 2017"
"38/77 COOK ROAD, CENTENNIAL PARK NSW 2021","573000","27 February 2013","0","STRATA","No","2117077","AH659408","23 April 2017"
"54/77 COOK ROAD, CENTENNIAL PARK NSW 2021","536000","25 January 2013","0","STRATA","No","2117093","AH613044","23 April 2017"
"25/77 COOK ROAD, CENTENNIAL PARK NSW 2021","492000","30 November 2012","0","STRATA","No","2117064","AH496014","23 April 2017"
"33/77 COOK ROAD, CENTENNIAL PARK NSW 2021","585000","27 September 2012","0","STRATA","No","2117072","AH372608","23 April 2017"
"15/77 COOK ROAD, CENTENNIAL PARK NSW 2021","476000","6 July 2012","0","STRATA","No","2117054","AH151295","23 April 2017"
"4/85 COOK ROAD, CENTENNIAL PARK NSW 2021","971000","5 February 2015","0","STRATA","No","2117113","AJ358069","23 April 2017"
"8/85 COOK ROAD, CENTENNIAL PARK NSW 2021","771000","27 August 2013","0","STRATA","No","2117117","AI120132","23 April 2017"
"93 COOK ROAD, CENTENNIAL PARK NSW 2021","3350000","6 May 2016","362.3","NON STRATA","No",2117129,"AK657497","23 April 2017"
"93 COOK ROAD, CENTENNIAL PARK NSW 2021","2020000","30 March 2015","362.3","NON STRATA","No",2117129,"AJ493996","23 April 2017"
"97 COOK ROAD, CENTENNIAL PARK NSW 2021","3875000","13 May 2015","379.4","NON STRATA","No",2117131,"AK25483","23 April 2017"
"1A/105 COOK ROAD, CENTENNIAL PARK NSW 2021","565000","28 October 2015","0","STRATA","No","2117172","AK67737","23 April 2017"
"2C/105 COOK ROAD, CENTENNIAL PARK NSW 2021","450000","6 October 2015","0","STRATA","No","2117142","AK12291","23 April 2017"
"1E/105 COOK ROAD, CENTENNIAL PARK NSW 2021","440000","24 September 2015","0","STRATA","No","2117139","AJ993281","23 April 2017"
"6B/105 COOK ROAD, CENTENNIAL PARK NSW 2021","330000","16 July 2015","0","STRATA","No","2117161","AJ791152","23 April 2017"
"4D/105 COOK ROAD, CENTENNIAL PARK NSW 2021","515000","3 June 2015","0","STRATA","No","2117153","AJ666473","23 April 2017"
"6C/105 COOK ROAD, CENTENNIAL PARK NSW 2021","501500","20 March 2015","0","STRATA","No","2117162","AJ509262","23 April 2017"
"8A/105 COOK ROAD, CENTENNIAL PARK NSW 2021","565000","18 December 2014","0","STRATA","No","2117170","AJ247187","23 April 2017"
"8B/105 COOK ROAD, CENTENNIAL PARK NSW 2021","380000","19 September 2013","0","STRATA","No","2117171","AI143617","23 April 2017"
"2D/105 COOK ROAD, CENTENNIAL PARK NSW 2021","375000","15 August 2013","0","STRATA","No","2117143","AI36296","23 April 2017"
"7C/105 COOK ROAD, CENTENNIAL PARK NSW 2021","375000","15 July 2013","0","STRATA","No","2117167","AH941296","23 April 2017"
"6A/105 COOK ROAD, CENTENNIAL PARK NSW 2021","515000","9 July 2013","0","STRATA","No","2117160","AI332350","23 April 2017"
"3D/105 COOK ROAD, CENTENNIAL PARK NSW 2021","365000","1 July 2013","0","STRATA","No","2117148","AH960282","23 April 2017"
"1E/105 COOK ROAD, CENTENNIAL PARK NSW 2021","270000","26 June 2013","0","STRATA","No","2117139","AH951097","23 April 2017"
"2E/105 COOK ROAD, CENTENNIAL PARK NSW 2021","260000","17 June 2013","0","STRATA","No","2117144","AH950444","23 April 2017"
"3C/105 COOK ROAD, CENTENNIAL PARK NSW 2021","365000","14 June 2013","0","STRATA","No","2117147","AH923042","23 April 2017"
"4C/105 COOK ROAD, CENTENNIAL PARK NSW 2021","365000","14 June 2013","0","STRATA","No","2117152","AH917796","23 April 2017"
"4A/105 COOK ROAD, CENTENNIAL PARK NSW 2021","515000","28 February 2013","0","STRATA","No","2117150","AH675677","23 April 2017"
"5B/105 COOK ROAD, CENTENNIAL PARK NSW 2021","140000","16 November 2012","0","STRATA","No","2117156","AH466713","23 April 2017"
"3B/105 COOK ROAD, CENTENNIAL PARK NSW 2021","297500","14 August 2012","0","STRATA","No","2117146","AH280416","23 April 2017"
"4B/105 COOK ROAD, CENTENNIAL PARK NSW 2021","310000","2 August 2012","0","STRATA","No","2117151","AH233018","23 April 2017"
"3/107 COOK ROAD, CENTENNIAL PARK NSW 2021","1210000","29 April 2014","0","STRATA","No","2117176","AI667848","23 April 2017"
"7/107 COOK ROAD, CENTENNIAL PARK NSW 2021","940000","20 June 2012","0","STRATA","No","2117174","AH169890","23 April 2017"
"4/113 COOK ROAD, CENTENNIAL PARK NSW 2021","1270000","4 November 2015","0","STRATA","No","2117186","AK114420","23 April 2017"
"29/121 COOK ROAD, CENTENNIAL PARK NSW 2021","945000","1 July 2016","0","STRATA","No","2117223","AK693577","23 April 2017"
"11/121 COOK ROAD, CENTENNIAL PARK NSW 2021","863000","23 November 2015","0","STRATA","No","2117205","AK191706","23 April 2017"
"16/121 COOK ROAD, CENTENNIAL PARK NSW 2021","750000","16 May 2014","0","STRATA","No","2117210","AI654267","23 April 2017"
"26/121 COOK ROAD, CENTENNIAL PARK NSW 2021","700000","11 November 2013","0","STRATA","No","2117220","AI260599","23 April 2017"
"3/121 COOK ROAD, CENTENNIAL PARK NSW 2021","695000","12 October 2013","0","STRATA","No","2117197","AI214415","23 April 2017"
"21/121 COOK ROAD, CENTENNIAL PARK NSW 2021","525000","9 July 2013","0","STRATA","No","2117215","AH954378","23 April 2017"
"106/141 COOK ROAD, CENTENNIAL PARK NSW 2021","1050000","7 December 2016","0","STRATA","No","2117336","AM122375","23 April 2017"
"28/127 COOK ROAD, CENTENNIAL PARK NSW 2021","1031500","30 November 2016","0","STRATA","No","2117257","AM106109","23 April 2017"
"90/141 COOK ROAD, CENTENNIAL PARK NSW 2021","1340000","17 November 2016","0","STRATA","No","2117320","AM193669","23 April 2017"
"19/127 COOK ROAD, CENTENNIAL PARK NSW 2021","1100000","24 September 2016","0","STRATA","No","2117248","AK919123","23 April 2017"
"98/141 COOK ROAD, CENTENNIAL PARK NSW 2021","890000","13 August 2016","0","STRATA","No","2117328","AK809568","23 April 2017"
"110/141 COOK ROAD, CENTENNIAL PARK NSW 2021","910000","19 March 2016","0","STRATA","No","2117340","AK426158","23 April 2017"
"68/133 COOK ROAD, CENTENNIAL PARK NSW 2021","473750","4 March 2016","0","STRATA","Yes (2)","2117271","AK277994","23 April 2017"
"74/127 COOK ROAD, CENTENNIAL PARK NSW 2021","473750","4 March 2016","0","STRATA","Yes (2)","2117277","AK277994","23 April 2017"
"18/127 COOK ROAD, CENTENNIAL PARK NSW 2021","1050000","5 December 2015","0","STRATA","No","2117249","AK277057","23 April 2017"
"103/141 COOK ROAD, CENTENNIAL PARK NSW 2021","1110000","21 November 2015","0","STRATA","No","2117333","AK132128","23 April 2017"
"98/141 COOK ROAD, CENTENNIAL PARK NSW 2021","711000","29 July 2015","0","STRATA","No","2117328","AJ833081","23 April 2017"
"65/133 COOK ROAD, CENTENNIAL PARK NSW 2021","950000","18 April 2015","0","STRATA","No","2117291","AJ546502","23 April 2017"
"12/127 COOK ROAD, CENTENNIAL PARK NSW 2021","835000","8 November 2014","0","STRATA","No","2117239","AJ128786","23 April 2017"
"115/127 COOK ROAD, CENTENNIAL PARK NSW 2021","956000","20 September 2014","0","STRATA","Yes (2)","2117345","AJ42505","23 April 2017"
"82/141 COOK ROAD, CENTENNIAL PARK NSW 2021","956000","20 September 2014","0","STRATA","Yes (2)","2117312","AJ42505","23 April 2017"
"107/141 COOK ROAD, CENTENNIAL PARK NSW 2021","725000","24 April 2014","0","STRATA","No","2117337","AI657354","23 April 2017"
"116/127 COOK ROAD, CENTENNIAL PARK NSW 2021","751000","28 February 2013","0","STRATA","Yes (2)","2117346","AH683808","23 April 2017"
"72/133 COOK ROAD, CENTENNIAL PARK NSW 2021","751000","28 February 2013","0","STRATA","Yes (2)","2117275","AH683808","23 April 2017"
"97/141 COOK ROAD, CENTENNIAL PARK NSW 2021","660000","23 November 2012","0","STRATA","No","2117327","AH497355","23 April 2017"
"43/133 COOK ROAD, CENTENNIAL PARK NSW 2021","635000","22 September 2012","0","STRATA","No","2117304","AH360389","23 April 2017"
"108/127 COOK ROAD, CENTENNIAL PARK NSW 2021","660000","19 June 2012","0","STRATA","Yes (2)","2117338","AH157994","23 April 2017"
"108/141 COOK ROAD, CENTENNIAL PARK NSW 2021","660000","19 June 2012","0","STRATA","Yes (2)","2117308","AH157994","23 April 2017"
"15/127 COOK ROAD, CENTENNIAL PARK NSW 2021","601000","16 May 2012","0","STRATA","No","2117264","AH107650","23 April 2017"
"20/149 COOK ROAD, CENTENNIAL PARK NSW 2021","421000","23 November 2012","0","STRATA","Yes (2)","2117372","AH454573","23 April 2017"
"4/149 COOK ROAD, CENTENNIAL PARK NSW 2021","421000","23 November 2012","0","STRATA","Yes (2)","2117356","AH454573","23 April 2017"
"159 COOK ROAD, CENTENNIAL PARK NSW 2021","2150000","16 April 2014","290.9","NON STRATA","No",2117380,"AI544283","23 April 2017"
"15/70 COOK ROAD, CENTENNIAL PARK NSW 2021","950000","21 December 2016","0","STRATA","No","2117398","AM157640","23 April 2017"
"21/70 COOK ROAD, CENTENNIAL PARK NSW 2021","1070000","3 December 2016","0","STRATA","No","2117404","AM136939","23 April 2017"
"2/70 COOK ROAD, CENTENNIAL PARK NSW 2021","1216000","24 August 2016","0","STRATA","No","2117385","AK775786","23 April 2017"
"12/70 COOK ROAD, CENTENNIAL PARK NSW 2021","930000","1 July 2015","0","STRATA","No","2117395","AJ865854","23 April 2017"
"10/70 COOK ROAD, CENTENNIAL PARK NSW 2021","945000","27 May 2015","0","STRATA","No","2117393","AJ691865","23 April 2017"
